IDENTIFIER,CONCEPT_CODE,DEFINITION,PARENT_IDENTIFIER,VALUE,PUBLIC_ID,SORTORDER
getNextPvId(),3/1/8280,,null,"8174/3 Hepatocellular carcinoma, clear cell type",Clinical_Diagnosis_PID,0
getNextPvId(),3/1/8550,,null,"8175/3 Hepatocellular carcinoma, pleomorphic type",Clinical_Diagnosis_PID,0
getNextPvId(),3/1/8551,,null,8180/3 Combined hepatocellular carcinoma & cholangiocarcinoma,Clinical_Diagnosis_PID,0
getNextPvId(),3/1/8744,,null,8190/3 Trabecular adenocarcinoma,Clinical_Diagnosis_PID,0
getNextPvId(),3/1/9870,,null,8200/3 Adenoid cystic carcinoma,Clinical_Diagnosis_PID,0
getNextPvId(),3/1/9805,,null,8201/2 Cribriform carcinoma in situ,Clinical_Diagnosis_PID,0
getNextPvId(),3/1/9801,,null,8201/3 Cribriform carcinoma,Clinical_Diagnosis_PID,0
getNextPvId(),3/1/9828,,null,"8210/0 Adenomatous polyp, NOS",Clinical_Diagnosis_PID,0
getNextPvId(),3/1/9910,,null,8210/2 Adenocarcinoma in situ in adenomatous polyp,Clinical_Diagnosis_PID,0
getNextPvId(),3/1/9891,,null,8210/3 Adenocarcinoma in adenomatous polyp,Clinical_Diagnosis_PID,0
getNextPvId(),3/1/9895,,null,"8211/0 Tubular adenoma, NOS",Clinical_Diagnosis_PID,0
getNextPvId(),3/1/9861,,null,8211/3 Tubular adenocarcinoma,Clinical_Diagnosis_PID,0
getNextPvId(),3/1/9911,,null,8213/0 Serrated adenoma,Clinical_Diagnosis_PID,0
getNextPvId(),3/1/9869,,null,8214/3 Parietal cell carcinoma,Clinical_Diagnosis_PID,0
getNextPvId(),3/1/9874,,null,8215/3 Adenocarcinoma of anal glands,Clinical_Diagnosis_PID,0
getNextPvId(),3/1/9865,,null,8220/0 Adenomatous polyposis coli,Clinical_Diagnosis_PID,0
getNextPvId(),3/1/9873,,null,8220/2 Adenocarcinoma in situ in familial polyposis coli,Clinical_Diagnosis_PID,0
getNextPvId(),3/1/9897,,null,8220/3 Adenocarcinoma in adenomatous polyposis coli,Clinical_Diagnosis_PID,0
getNextPvId(),3/1/9840,,null,8221/2 Adenocarcinoma in situ in multiple adenomatous polyps,Clinical_Diagnosis_PID,0
getNextPvId(),3/1/9872,,null,8221/3 Adenocarcinoma in multiple adenomatous polyps,Clinical_Diagnosis_PID,0
getNextPvId(),3/1/9896,,null,"8230/2 Duct carcinoma in situ, solid type",Clinical_Diagnosis_PID,0
getNextPvId(),3/1/9867,,null,"8230/3 Solid carcinoma, NOS",Clinical_Diagnosis_PID,0
getNextPvId(),3/1/9931,,null,8231/3 Carcinoma simplex,Clinical_Diagnosis_PID,0
getNextPvId(),3/1/9866,,null,8240/1 Carcinoid tumour of uncertain malignant potential,Clinical_Diagnosis_PID,0
getNextPvId(),3/1/9261,,null,"8240/3 Carcinoid tumour, NOS",Clinical_Diagnosis_PID,0
getNextPvId(),1/1/9351,,null,8241/3 Enterochromaffin cell carcinoid,Clinical_Diagnosis_PID,0
getNextPvId(),2/1/8221,,null,"8242/3 Enterochromaffin-like cell tumour, malignant",Clinical_Diagnosis_PID,0
getNextPvId(),3/1/8245,,null,8243/3 Goblet cell carcinoid,Clinical_Diagnosis_PID,0
getNextPvId(),3/1/8220,,null,8244/3 Composite carcinoid,Clinical_Diagnosis_PID,0
getNextPvId(),3/1/8210,,null,8245/3 Adenocarcinoid tumour,Clinical_Diagnosis_PID,0
getNextPvId(),3/1/8221,,null,8246/3 Neuroendocrine carcinoma,Clinical_Diagnosis_PID,0
getNextPvId(),2/1/8140,,null,8247/3 Merkel cell carcinoma,Clinical_Diagnosis_PID,0
getNextPvId(),2/1/8210,,null,8249/3 Atypical carcinoid tumour,Clinical_Diagnosis_PID,0
getNextPvId(),2/1/8220,,null,8250/3 Bronchiolo-alveolar adenocarcinoma,Clinical_Diagnosis_PID,0
getNextPvId(),2/1/8263,,null,8251/3 Alveolar adenocarcinoma,Clinical_Diagnosis_PID,0
getNextPvId(),2/1/8261,,null,"8252/3 Bronchiolo-alveolar carcinoma, non-mucinous",Clinical_Diagnosis_PID,0
getNextPvId(),3/1/8263,,null,"8253/3 Bronchiolo-alveolar carcinoma, mucinous",Clinical_Diagnosis_PID,0
getNextPvId(),3/1/8261,,null,"8254/3 Bronchioalveolar carcinoma, mixed mucinous and non-mucinous",Clinical_Diagnosis_PID,0
getNextPvId(),3/1/8215,,null,8255/3 Adenocarcinoma with mixed subtypes,Clinical_Diagnosis_PID,0
getNextPvId(),3/1/8571,,null,"8260/0 Papillary adenoma, NOS",Clinical_Diagnosis_PID,0
getNextPvId(),3/1/8573,,null,"8260/3 Papillary adenocarcinoma, NOS",Clinical_Diagnosis_PID,0
getNextPvId(),3/1/8255,,null,"8261/0 Villous adenoma, NOS",Clinical_Diagnosis_PID,0
getNextPvId(),3/1/8574,,null,8261/2 Adenocarcinoma in situ in villous adenoma,Clinical_Diagnosis_PID,0
getNextPvId(),3/1/8572,,null,8261/3 Adenocarcinoma in villous adenoma,Clinical_Diagnosis_PID,0
getNextPvId(),3/1/8570,,null,8262/3 Villous adenocarcinoma,Clinical_Diagnosis_PID,0
getNextPvId(),3/1/8384,,null,"8263/0 Tubulovillous adenoma, NOS",Clinical_Diagnosis_PID,0
getNextPvId(),3/1/8144,,null,8263/2 Adenocarcinoma in situ in tubulovillous adenoma,Clinical_Diagnosis_PID,0
getNextPvId(),3/1/8140,,null,8263/3 Adenocarcinoma in tubulovillous adenoma,Clinical_Diagnosis_PID,0
getNextPvId(),3/1/8098,,null,"8264/0 Papillomatosis, glandular",Clinical_Diagnosis_PID,0
getNextPvId(),3/1/8200,,null,8270/0 Chromophobe adenoma,Clinical_Diagnosis_PID,0
getNextPvId(),8140/0,,null,8270/3 Chromophobe carcinoma,Clinical_Diagnosis_PID,0
getNextPvId(),3/1/8933,,null,8271/0 Prolactinoma,Clinical_Diagnosis_PID,0
getNextPvId(),3/1/8560,,null,"8272/0 Pituitary adenoma, NOS",Clinical_Diagnosis_PID,0
getNextPvId(),3/1/8370,,null,"8272/3 Pituitary carcinoma, NOS",Clinical_Diagnosis_PID,0
getNextPvId(),3/1/9827,,null,8280/0 Acidophil adenoma,Clinical_Diagnosis_PID,0
getNextPvId(),3/1/9948,,null,8280/3 Acidophil carcinoma,Clinical_Diagnosis_PID,0
getNextPvId(),3/1/9737,,null,8281/0 Mixed acidophil-basophil adenoma,Clinical_Diagnosis_PID,0
getNextPvId(),3/1/8251,,null,8281/3 Mixed acidophil-basophil carcinoma,Clinical_Diagnosis_PID,0
getNextPvId(),3/1/8920,,null,8290/0 Oxyphilic adenoma,Clinical_Diagnosis_PID,0
getNextPvId(),3/1/9581,,null,8290/3 Oxyphilic adenocarcinoma,Clinical_Diagnosis_PID,0
getNextPvId(),3/1/8730,,null,8300/0 Basophil adenoma,Clinical_Diagnosis_PID,0
getNextPvId(),3/1/9330,,null,8300/3 Basophil carcinoma,Clinical_Diagnosis_PID,0
getNextPvId(),3/1/9290,,null,8310/0 Clear cell adenoma,Clinical_Diagnosis_PID,0
getNextPvId(),3/1/9310,,null,"8310/3 Clear cell adenocarcinoma, NOS",Clinical_Diagnosis_PID,0
getNextPvId(),3/1/9714,,null,8312/3 Renal cell carcinoma,Clinical_Diagnosis_PID,0
getNextPvId(),3/1/8630,,null,8313/3 Clear cell adenocarcinofibroma,Clinical_Diagnosis_PID,0
getNextPvId(),3/1/9705,,null,8314/3 Lipid-rich carcinoma,Clinical_Diagnosis_PID,0
getNextPvId(),8861/0,,null,8315/3 Glycogen-rich carcinoma,Clinical_Diagnosis_PID,0
getNextPvId(),9534/0,,null,8316/3 Cyst-associated renal cell carcinoma,Clinical_Diagnosis_PID,0
getNextPvId(),3/1/8894,,null,"8317/3 Renal cell carcinoma, chromophobe type",Clinical_Diagnosis_PID,0
getNextPvId(),3/1/8691,,null,"8318/3 Renal cell carcinoma, sarcomatoid",Clinical_Diagnosis_PID,0
getNextPvId(),3/1/8401,,null,8319/3 Collecting duct carcinoma,Clinical_Diagnosis_PID,0
getNextPvId(),3/1/9365,,null,8320/3 Granular cell carcinoma,Clinical_Diagnosis_PID,0
getNextPvId(),3/1/9430,,null,8322/3 Water-clear cell adenocarcinoma,Clinical_Diagnosis_PID,0
getNextPvId(),3/1/9401,,null,8323/0 Mixed cell adenoma,Clinical_Diagnosis_PID,0
getNextPvId(),3/1/9400,,null,8323/3 Mixed cell adenocarcinoma,Clinical_Diagnosis_PID,0
getNextPvId(),3/1/8249,,null,8325/0 Metanephric adenoma,Clinical_Diagnosis_PID,0
getNextPvId(),1/1/9390,,null,8330/0 Follicular adenoma,Clinical_Diagnosis_PID,0
getNextPvId(),3/1/9876,,null,"8330/3 Follicular adenocarcinoma, NOS",Clinical_Diagnosis_PID,0
getNextPvId(),1/1/8850,,null,8331/3 Follicular adenocarcinoma well differentiated,Clinical_Diagnosis_PID,0
getNextPvId(),3/1/8513,,null,8332/3 Follicular adenocarcinoma trabecular,Clinical_Diagnosis_PID,0
getNextPvId(),1/1/9539,,null,"8333/0 Microfollicular adenoma, NOS",Clinical_Diagnosis_PID,0
getNextPvId(),3/1/9508,,null,8333/3 Fetal adenocarcinoma,Clinical_Diagnosis_PID,0
getNextPvId(),3/1/9817,,null,"8335/3 Follicular carcinoma, minimally invasive",Clinical_Diagnosis_PID,0
getNextPvId(),3/1/9815,,null,8337/3 Insular carcinoma,Clinical_Diagnosis_PID,0
getNextPvId(),3/1/9811,,null,"8340/3 Papillary carcinoma, follicular variant",Clinical_Diagnosis_PID,0
getNextPvId(),3/1/8722,,null,8341/3 Papillary microcarcinoma,Clinical_Diagnosis_PID,0
getNextPvId(),3/1/8147,,null,"8342/3 Papillary carcinoma, oxyphilic cell",Clinical_Diagnosis_PID,0
getNextPvId(),3/1/8093,,null,"8343/3 Papillary carcinoma, encapsulated",Clinical_Diagnosis_PID,0
getNextPvId(),3/1/8097,,null,"8344/3 Papillary carcinoma, columnar cell",Clinical_Diagnosis_PID,0
getNextPvId(),3/1/8090,,null,8345/3 Medullary carcinoma with amyloid stroma,Clinical_Diagnosis_PID,0
getNextPvId(),3/1/8123,,null,8346/3 Mixed medullary-follicular carcinoma,Clinical_Diagnosis_PID,0
getNextPvId(),3/1/8083,,null,8347/3 Mixed medullary-papillary carcinoma,Clinical_Diagnosis_PID,0
getNextPvId(),8300/0,,null,8350/3 Nonencapsulated sclerosing carcinoma,Clinical_Diagnosis_PID,0
getNextPvId(),3/1/8300,,null,"8370/0 Adrenal cortical adenoma, NOS",Clinical_Diagnosis_PID,0
getNextPvId(),3/1/8094,,null,8370/3 Adrenal cortical carcinoma,Clinical_Diagnosis_PID,0
getNextPvId(),3/1/8161,,null,"8380/1 Endometrioid adenoma, borderline malignancy",Clinical_Diagnosis_PID,0
getNextPvId(),3/1/8780,,null,"8380/3 Endometrioid adenocarcinoma, NOS",Clinical_Diagnosis_PID,0
getNextPvId(),2/1/8081,,null,"8381/3 Endometrioid adenofibroma, malignant",Clinical_Diagnosis_PID,0
getNextPvId(),3/1/9000,,null,"8382/3 Endometrioid adenocarcinoma, secretory variant",Clinical_Diagnosis_PID,0
getNextPvId(),3/1/8254,,null,"8383/3 Endometrioid adenocarcinoma, ciliated cell variant",Clinical_Diagnosis_PID,0
getNextPvId(),3/1/8250,,null,"8384/3 Adenocarcinoma, endocervical type",Clinical_Diagnosis_PID,0
getNextPvId(),3/1/8253,,null,8390/3 Skin appendage carcinoma,Clinical_Diagnosis_PID,0
getNextPvId(),3/1/8252,,null,8400/3 Sweat gland adenocarcinoma,Clinical_Diagnosis_PID,0
getNextPvId(),3/1/9826,,null,8401/3 Apocrine adenocarcinoma,Clinical_Diagnosis_PID,0
getNextPvId(),3/1/9687,,null,"8402/3 Nodular hidradenoma, malignant",Clinical_Diagnosis_PID,0
getNextPvId(),9131/0,,null,8403/3 Malignant eccrine spiradenoma,Clinical_Diagnosis_PID,0
getNextPvId(),3/1/8934,,null,8407/3 Sclerosing sweat duct carcinoma,Clinical_Diagnosis_PID,0
getNextPvId(),3/1/8240,,null,8408/3 Eccrine papillary adenocarcinoma,Clinical_Diagnosis_PID,0
getNextPvId(),3/1/8941,,null,"8409/3 Eccrine poroma, malignant",Clinical_Diagnosis_PID,0
getNextPvId(),2/1/8010,,null,8410/3 Sebaceous adenocarcinoma,Clinical_Diagnosis_PID,0
getNextPvId(),3/1/8589,,null,8413/3 Eccrine adenocarcinoma,Clinical_Diagnosis_PID,0
getNextPvId(),3/1/8231,,null,8420/3 Ceruminous adenocarcinoma,Clinical_Diagnosis_PID,0
getNextPvId(),3/1/8035,,null,8430/3 Mucoepidermoid carcinoma,Clinical_Diagnosis_PID,0
getNextPvId(),3/1/8021,,null,"8440/0 Cystadenoma, NOS",Clinical_Diagnosis_PID,0
getNextPvId(),3/1/8145,,null,"8440/3 Cystadenocarcinoma, NOS",Clinical_Diagnosis_PID,0
getNextPvId(),3/1/8010,,null,"8441/0 Serous cystadenoma, NOS",Clinical_Diagnosis_PID,0
getNextPvId(),3/1/8020,,null,"8441/3 Serous cystadenocarcinoma, NOS",Clinical_Diagnosis_PID,0
getNextPvId(),3/1/8981,,null,"8442/1 Serous cystadenoma, borderline malignancy (C56.9)",Clinical_Diagnosis_PID,0
getNextPvId(),3/1/8980,,null,"8450/3 Papillary cystadenocarcinoma, NOS",Clinical_Diagnosis_PID,0
getNextPvId(),3/1/8692,,null,"8451/1 Papillary cystadenoma, borderline malignancy (C56.9)",Clinical_Diagnosis_PID,0
getNextPvId(),9121/0,,null,8452/3 Solid pseudopapillary carcinoma,Clinical_Diagnosis_PID,0
getNextPvId(),3/1/9186,,null,"8453/2 Intraductal papillary-mucinous carcinoma, non-invasive",Clinical_Diagnosis_PID,0
getNextPvId(),1/1/9506,,null,"8453/3 Intraductal papillary-mucinous carcinoma, invasive",Clinical_Diagnosis_PID,0
getNextPvId(),3/1/9480,,null,"8460/0 Papillary serous cystadenoma, NOS",Clinical_Diagnosis_PID,0
getNextPvId(),3/1/8420,,null,8460/3 Papillary serous cystadenocarcinoma,Clinical_Diagnosis_PID,0
getNextPvId(),3/1/8160,,null,8461/3 Serous surface papillary carcinoma,Clinical_Diagnosis_PID,0
getNextPvId(),3/1/9181,,null,8462/1 Serous papillary cystic tumour of borderline malignancy (C56.9),Clinical_Diagnosis_PID,0
getNextPvId(),3/1/9230,,null,8463/1 Serous surface papillary tumour of borderline malignancy,Clinical_Diagnosis_PID,0
getNextPvId(),3/1/9371,,null,"8470/0 Mucinous cystadenoma, NOS",Clinical_Diagnosis_PID,0
getNextPvId(),3/1/9220,,null,"8470/2 Mucinous cystadenocarcinoma, non-invasive",Clinical_Diagnosis_PID,0
getNextPvId(),1/1/9444,,null,"8470/3 Mucinous cystadenocarcinoma, NOS",Clinical_Diagnosis_PID,0
getNextPvId(),3/1/9370,,null,8471/3 Papillary mucinous cystadenocarcinoma,Clinical_Diagnosis_PID,0
getNextPvId(),3/1/9100,,null,8472/1 Mucinous cystic tumour of borderline malignancy (C56.9),Clinical_Diagnosis_PID,0
getNextPvId(),3/1/9101,,null,"8473/1 Papillary mucinous cystadenoma, borderline malignancy (C56.9)",Clinical_Diagnosis_PID,0
getNextPvId(),3/1/9390,,null,8480/3 Mucinous adenocarcinoma,Clinical_Diagnosis_PID,0
getNextPvId(),9390/0,,null,8480/6 Pseudomyxoma peritonei,Clinical_Diagnosis_PID,0
getNextPvId(),8270/0,,null,8481/3 Mucin-producing adenocarcinoma,Clinical_Diagnosis_PID,0
getNextPvId(),3/1/8270,,null,"8482/3 Mucinous adenocarcinoma, endocervical type",Clinical_Diagnosis_PID,0
getNextPvId(),3/1/9823,,null,8490/3 Signet ring cell carcinoma,Clinical_Diagnosis_PID,0
getNextPvId(),3/1/9875,,null,8490/6 Metastatic signet ring cell carcinoma,Clinical_Diagnosis_PID,0
getNextPvId(),3/1/9863,,null,"8500/2 Intraductal carcinoma, noninfiltrating, NOS",Clinical_Diagnosis_PID,0
getNextPvId(),3/1/9945,,null,"8500/3 Infiltrating duct carcinoma, NOS",Clinical_Diagnosis_PID,0
getNextPvId(),3/1/9960,,null,"8501/2 Comedocarcinoma, non-infiltrating",Clinical_Diagnosis_PID,0
getNextPvId(),3/1/9963,,null,"8501/3 Comedocarcinoma, NOS",Clinical_Diagnosis_PID,0
getNextPvId(),3/1/8313,,null,8502/3 Secretory carcinoma of breast,Clinical_Diagnosis_PID,0
