IDENTIFIER,CONCEPT_CODE,DEFINITION,PARENT_IDENTIFIER,VALUE,PUBLIC_ID,SORTORDER
getNextPvId(),,,null,Tonsil,Tissue_Site_PID,0
getNextPvId(),,,null,Oropharynx,Tissue_Site_PID,0
getNextPvId(),,,null,Nasopharynx,Tissue_Site_PID,0
getNextPvId(),,,null,Periform sinus,Tissue_Site_PID,0
getNextPvId(),,,null,Hypopharynx,Tissue_Site_PID,0
getNextPvId(),,,null,Oesophagus,Tissue_Site_PID,0
getNextPvId(),,,null,Stomach,Tissue_Site_PID,0
getNextPvId(),,,null,Small intestine,Tissue_Site_PID,0
getNextPvId(),,,null,Colon,Tissue_Site_PID,0
getNextPvId(),,,null,Rectosigmoid junction,Tissue_Site_PID,0
getNextPvId(),,,null,Rectum,Tissue_Site_PID,0
getNextPvId(),,,null,Anus,Tissue_Site_PID,0
getNextPvId(),,,null,Liver,Tissue_Site_PID,0
getNextPvId(),,,null,Gallbladder,Tissue_Site_PID,0
getNextPvId(),,,null,Biliary tract,Tissue_Site_PID,0
getNextPvId(),,,null,Pancreas,Tissue_Site_PID,0
getNextPvId(),,,null,"Head, face or neck",Tissue_Site_PID,0
getNextPvId(),,,null,Larynx,Tissue_Site_PID,0
getNextPvId(),,,null,Trachea,Tissue_Site_PID,0
getNextPvId(),,,null,Lung,Tissue_Site_PID,0
getNextPvId(),,,null,Pleura,Tissue_Site_PID,0
getNextPvId(),,,null,Skin,Tissue_Site_PID,0
getNextPvId(),,,null,"Connective, subcutaneous and other soft tissues ",Tissue_Site_PID,0
getNextPvId(),,,null,Breast,Tissue_Site_PID,0
getNextPvId(),,,null,Vuvla,Tissue_Site_PID,0
getNextPvId(),,,null,Vagina,Tissue_Site_PID,0
getNextPvId(),,,null,Cervix,Tissue_Site_PID,0
getNextPvId(),,,null,Uterus,Tissue_Site_PID,0
getNextPvId(),,,null,Endometrium,Tissue_Site_PID,0
getNextPvId(),,,null,Fallopian tube,Tissue_Site_PID,0
getNextPvId(),,,null,Ovary,Tissue_Site_PID,0
getNextPvId(),,,null,Penis,Tissue_Site_PID,0
getNextPvId(),,,null,Prostate gland,Tissue_Site_PID,0
getNextPvId(),,,null,Testis,Tissue_Site_PID,0
getNextPvId(),,,null,Kidney,Tissue_Site_PID,0
getNextPvId(),,,null,Ureter,Tissue_Site_PID,0
getNextPvId(),,,null,Bladder,Tissue_Site_PID,0
getNextPvId(),,,null,Meninges,Tissue_Site_PID,0
getNextPvId(),,,null,Spinal cord,Tissue_Site_PID,0
getNextPvId(),,,null,Brain,Tissue_Site_PID,0
getNextPvId(),,,null,Thyroid gland,Tissue_Site_PID,0
getNextPvId(),,,null,Adrenal gland,Tissue_Site_PID,0
getNextPvId(),,,null,Other,Tissue_Site_PID,0
getNextPvId(),,,null,Not specified,Tissue_Site_PID,0
getNextPvId(),9871/3,,null,9871/3 Acute myelomonocytic leukemia with abnnormal marrow eosinophils,Clinical_Diagnosis_PID,0
getNextPvId(),8280/0,,null,8280/0 Acidophil adenoma,Clinical_Diagnosis_PID,0
getNextPvId(),8280/3,,null,8280/3 Acidophil carcinoma,Clinical_Diagnosis_PID,0
getNextPvId(),8550/3,,null,8550/3 Acinar cell carcinoma,Clinical_Diagnosis_PID,0
getNextPvId(),8551/3,,null,8551/3 Acinar cell cystadenocarcinoma,Clinical_Diagnosis_PID,0
getNextPvId(),8744/3,,null,"8744/3 Acral lentiginous melanoma, malignant",Clinical_Diagnosis_PID,0
getNextPvId(),9870/3,,null,9870/3 Acute basophilic leukemia,Clinical_Diagnosis_PID,0
getNextPvId(),9805/3,,null,9805/3 Acute biphenotypic leukemia,Clinical_Diagnosis_PID,0
getNextPvId(),9801/3,,null,"9801/3 Acute leukemia, NOS",Clinical_Diagnosis_PID,0
getNextPvId(),9828/3,,null,"9828/3 Acute lymphoblastic leukemia, L2 type, NOS",Clinical_Diagnosis_PID,0
getNextPvId(),9910/3,,null,9910/3 Acute megakaryoblastic leukemia,Clinical_Diagnosis_PID,0
getNextPvId(),9891/3,,null,9891/3 Acute monocytic leukemia,Clinical_Diagnosis_PID,0
getNextPvId(),9895/3,,null,9895/3 Acute myeloid leukemia with multilineage dysplasia,Clinical_Diagnosis_PID,0
getNextPvId(),9861/3,,null,9861/3 Acute myeloid leukemia,Clinical_Diagnosis_PID,0
getNextPvId(),9911/3,,null,"9911/3 Acute myeloid leukemia (megakaryoblastic) with t(1,22)(p13,q13)",Clinical_Diagnosis_PID,0
getNextPvId(),9869/3,,null,"9869/3 Acute myeloid leukemia with inv(3)(q21q26.2) or t(3,3)(q21,q26.2)",Clinical_Diagnosis_PID,0
getNextPvId(),9874/3,,null,9874/3 Acute myeloid leukemia with maturation,Clinical_Diagnosis_PID,0
getNextPvId(),9865/3,,null,"9865/3 Acute myeloid leukemia with t(6,9)(p23,q34) DEK-NUP214",Clinical_Diagnosis_PID,0
getNextPvId(),9873/3,,null,9873/3 Acute myeloid leukemia without maturation,Clinical_Diagnosis_PID,0
getNextPvId(),9897/3,,null,"9897/3 Acute myeloid leukemia, 11q23 abnormalities",Clinical_Diagnosis_PID,0
getNextPvId(),9840/3,,null,"9840/3 Acute myeloid leukemia, M6 type",Clinical_Diagnosis_PID,0
getNextPvId(),9872/3,,null,"9872/3 Acute myeloid leukemia, minimal differentiation",Clinical_Diagnosis_PID,0
getNextPvId(),9896/3,,null,"9896/3 Acute myeloid leukemia, t(8;21)(q22;q22)",Clinical_Diagnosis_PID,0
getNextPvId(),9867/3,,null,9867/3 Acute myelomonocytic leukemia,Clinical_Diagnosis_PID,0
getNextPvId(),9931/3,,null,9931/3 Acute panmyelosis with myelofibrosis,Clinical_Diagnosis_PID,0
getNextPvId(),9866/3,,null,"9866/3 Acute promyelocytic leukemia,t(15;17)(q22;q11-12)",Clinical_Diagnosis_PID,0
getNextPvId(),9261/3,,null,9261/3 Adamantinoma of long bones,Clinical_Diagnosis_PID,0
getNextPvId(),9351/1,,null,9351/1 Adamantinomatous craniopharyngioma,Clinical_Diagnosis_PID,0
getNextPvId(),8221/2,,null,8221/2 Adenocarc. in situ in mult. adenomatous polyps,Clinical_Diagnosis_PID,0
getNextPvId(),8245/3,,null,8245/3 Adenocarcinoid tumor,Clinical_Diagnosis_PID,0
getNextPvId(),8220/3,,null,8220/3 Adenocarcinoma in adenoma. polyposis coli,Clinical_Diagnosis_PID,0
getNextPvId(),8210/3,,null,8210/3 Adenocarcinoma in adenomatous polyp,Clinical_Diagnosis_PID,0
getNextPvId(),8221/3,,null,8221/3 Adenocarcinoma in mult. adenomatous polyps,Clinical_Diagnosis_PID,0
getNextPvId(),8140/2,,null,8140/2 Adenocarcinoma in situ,Clinical_Diagnosis_PID,0
getNextPvId(),8210/2,,null,8210/2 Adenocarcinoma in situ in adenomatous polyp,Clinical_Diagnosis_PID,0
getNextPvId(),8220/2,,null,8220/2 Adenocarcinoma in situ in familial polyp. coli,Clinical_Diagnosis_PID,0
getNextPvId(),8263/2,,null,8263/2 Adenocarcinoma in situ in tubulovillous adenoma,Clinical_Diagnosis_PID,0
getNextPvId(),8261/2,,null,8261/2 Adenocarcinoma in situ in villous adenoma,Clinical_Diagnosis_PID,0
getNextPvId(),8263/3,,null,8263/3 Adenocarcinoma in tubulovillous adenoma,Clinical_Diagnosis_PID,0
getNextPvId(),8261/3,,null,8261/3 Adenocarcinoma in villous adenoma,Clinical_Diagnosis_PID,0
getNextPvId(),8215/3,,null,8215/3 Adenocarcinoma of anal glands,Clinical_Diagnosis_PID,0
getNextPvId(),8571/3,,null,8571/3 Adenocarcinoma w cartilag. & oss. metaplas.,Clinical_Diagnosis_PID,0
getNextPvId(),8573/3,,null,8573/3 Adenocarcinoma with apocrine metaplasia,Clinical_Diagnosis_PID,0
getNextPvId(),8255/3,,null,8255/3 Adenocarcinoma with mixed subtypes,Clinical_Diagnosis_PID,0
getNextPvId(),8574/3,,null,8574/3 Adenocarcinoma with neuroendocrine differen.,Clinical_Diagnosis_PID,0
getNextPvId(),8572/3,,null,8572/3 Adenocarcinoma with spindle cell mataplasia,Clinical_Diagnosis_PID,0
getNextPvId(),8570/3,,null,8570/3 Adenocarcinoma with squamous metaplasia,Clinical_Diagnosis_PID,0
getNextPvId(),8384/3,,null,"8384/3 Adenocarcinoma, endocervical type",Clinical_Diagnosis_PID,0
getNextPvId(),8144/3,,null,"8144/3 Adenocarcinoma, intestinal type",Clinical_Diagnosis_PID,0
getNextPvId(),8140/3,,null,"8140/3 Adenocarcinoma, NOS",Clinical_Diagnosis_PID,0
getNextPvId(),8098/3,,null,8098/3 Adenoid basal cell carcinoma,Clinical_Diagnosis_PID,0
getNextPvId(),8200/3,,null,8200/3 Adenoid cystic carcinoma,Clinical_Diagnosis_PID,0
getNextPvId(),8140/0,,null,"8140/0 Adenoma, NOS",Clinical_Diagnosis_PID,0
getNextPvId(),8933/3,,null,8933/3 Adenosarcoma,Clinical_Diagnosis_PID,0
getNextPvId(),8560/3,,null,8560/3 Adenosquamous carcinoma,Clinical_Diagnosis_PID,0
getNextPvId(),8370/3,,null,8370/3 Adrenal cortical carcinoma,Clinical_Diagnosis_PID,0
getNextPvId(),9827/3,,null,9827/3 Adult T-cell leukemia/lymphoma (HTLV-1 pos.),Clinical_Diagnosis_PID,0
getNextPvId(),9948/3,,null,9948/3 Aggressive NK-cell leukemia,Clinical_Diagnosis_PID,0
getNextPvId(),9737/3,,null,9737/3 ALK positive large B-cell lymphoma,Clinical_Diagnosis_PID,0
getNextPvId(),8251/3,,null,8251/3 Alveolar adenocarcinoma,Clinical_Diagnosis_PID,0
getNextPvId(),8920/3,,null,8920/3 Alveolar rhabdomyosarcoma,Clinical_Diagnosis_PID,0
getNextPvId(),9581/3,,null,9581/3 Alveolar soft part sarcoma,Clinical_Diagnosis_PID,0
getNextPvId(),8730/3,,null,8730/3 Amelanotic melanoma,Clinical_Diagnosis_PID,0
getNextPvId(),9330/3,,null,9330/3 Ameloblastic fibrosarcoma,Clinical_Diagnosis_PID,0
getNextPvId(),9290/3,,null,9290/3 Ameloblastic odontosarcoma,Clinical_Diagnosis_PID,0
getNextPvId(),9310/3,,null,"9310/3 Ameloblastoma, malignant",Clinical_Diagnosis_PID,0
getNextPvId(),9714/3,,null,"9714/3 Anaplastic large cell lymphoma, T-cell and Null cell type",Clinical_Diagnosis_PID,0
getNextPvId(),8630/3,,null,"8630/3 Androblastoma, malignant",Clinical_Diagnosis_PID,0
getNextPvId(),9705/3,,null,9705/3 Angioimmunoblastic T-cell lymphoma,Clinical_Diagnosis_PID,0
getNextPvId(),8861/0,,null,"8861/0 Angiolipoma, NOS",Clinical_Diagnosis_PID,0
getNextPvId(),9534/0,,null,9534/0 Angiomatous meningioma,Clinical_Diagnosis_PID,0
getNextPvId(),8894/3,,null,8894/3 Angiomyosarcoma,Clinical_Diagnosis_PID,0
getNextPvId(),8691/3,,null,"8691/3 Aortic body tumor, malignant",Clinical_Diagnosis_PID,0
getNextPvId(),8401/3,,null,8401/3 Apocrine adenocarcinoma,Clinical_Diagnosis_PID,0
getNextPvId(),9365/3,,null,9365/3 Askin tumor,Clinical_Diagnosis_PID,0
getNextPvId(),9430/3,,null,9430/3 Astroblastoma,Clinical_Diagnosis_PID,0
getNextPvId(),9401/3,,null,"9401/3 Astrocytoma, anaplastic",Clinical_Diagnosis_PID,0
getNextPvId(),9400/3,,null,"9400/3 Astrocytoma, NOS",Clinical_Diagnosis_PID,0
getNextPvId(),8249/3,,null,8249/3 Atypical carcinoid tumor,Clinical_Diagnosis_PID,0
getNextPvId(),9390/1,,null,9390/1 Atypical choroid plexus papilloma,Clinical_Diagnosis_PID,0
getNextPvId(),9876/3,,null,"9876/3 Atypical chronic myeloid leukemia, BCR/ABL negative",Clinical_Diagnosis_PID,0
getNextPvId(),8850/1,,null,8850/1 Atypical lipoma,Clinical_Diagnosis_PID,0
getNextPvId(),8513/3,,null,8513/3 Atypical medullary carcinoma,Clinical_Diagnosis_PID,0
getNextPvId(),9539/1,,null,9539/1 Atypical meningioma,Clinical_Diagnosis_PID,0
getNextPvId(),9508/3,,null,9508/3 Atypical teratoid/rhabdoid tumor,Clinical_Diagnosis_PID,0
getNextPvId(),9817/3,,null,"9817/3 B lymphblastic leukemia/lymphoma with t(5,14)(q31,q32)",Clinical_Diagnosis_PID,0
getNextPvId(),9815/3,,null,9815/3 B lymphoblastic leukemia/lymphoma with hyperdiploidy,Clinical_Diagnosis_PID,0
getNextPvId(),9811/3,,null,"9811/3 B lymphoblastic leukemia/lymphoma, NOS",Clinical_Diagnosis_PID,0
getNextPvId(),8722/3,,null,8722/3 Balloon cell melanoma,Clinical_Diagnosis_PID,0
getNextPvId(),8147/3,,null,8147/3 Basal cell adenocarcinoma,Clinical_Diagnosis_PID,0
getNextPvId(),8093/3,,null,"8093/3 Basal cell carcinoma, fibroepithelial",Clinical_Diagnosis_PID,0
getNextPvId(),8097/3,,null,"8097/3 Basal cell carcinoma, nodular",Clinical_Diagnosis_PID,0
getNextPvId(),8090/3,,null,"8090/3 Basal cell carcinoma, NOS",Clinical_Diagnosis_PID,0
getNextPvId(),8123/3,,null,8123/3 Basaloid carcinoma,Clinical_Diagnosis_PID,0
getNextPvId(),8083/3,,null,8083/3 Basaloid squamous cell carcinoma,Clinical_Diagnosis_PID,0
getNextPvId(),8300/0,,null,8300/0 Basophil adenoma,Clinical_Diagnosis_PID,0
getNextPvId(),8300/3,,null,8300/3 Basophil carcinoma,Clinical_Diagnosis_PID,0
getNextPvId(),8094/3,,null,8094/3 Basosquamous carcinoma,Clinical_Diagnosis_PID,0
getNextPvId(),8161/3,,null,8161/3 Bile duct cystadenocarcinoma,Clinical_Diagnosis_PID,0
getNextPvId(),8780/3,,null,"8780/3 Blue nevus, malignant",Clinical_Diagnosis_PID,0
getNextPvId(),8081/2,,null,8081/2 Bowen disease,Clinical_Diagnosis_PID,0
getNextPvId(),9000/3,,null,"9000/3 Brenner tumor, malignant",Clinical_Diagnosis_PID,0
getNextPvId(),8254/3,,null,"8254/3 Bronchioalveolar carcinoma, mixed mucinous and non-mucinous",Clinical_Diagnosis_PID,0
getNextPvId(),8250/3,,null,8250/3 Bronchiolo-alveolar adenocarcinoma,Clinical_Diagnosis_PID,0
getNextPvId(),8253/3,,null,"8253/3 Bronchiolo-alveolar carcinoma, mucinous",Clinical_Diagnosis_PID,0
getNextPvId(),8252/3,,null,"8252/3 Bronchiolo-alveolar carcinoma, non-mucinous",Clinical_Diagnosis_PID,0
getNextPvId(),9826/3,,null,9826/3 Burkitt cell leukemia,Clinical_Diagnosis_PID,0
getNextPvId(),9687/3,,null,"9687/3 Burkitt lymphoma, NOS",Clinical_Diagnosis_PID,0
getNextPvId(),9131/0,,null,9131/0 Capillary hemangioma,Clinical_Diagnosis_PID,0
getNextPvId(),8934/3,,null,8934/3 Carcinofibroma,Clinical_Diagnosis_PID,0
getNextPvId(),8240/3,,null,"8240/3 Carcinoid tumor, malignant",Clinical_Diagnosis_PID,0
getNextPvId(),8941/3,,null,8941/3 Carcinoma in pleomorphic adenoma,Clinical_Diagnosis_PID,0
getNextPvId(),8010/2,,null,"8010/2 Carcinoma in situ, NOS",Clinical_Diagnosis_PID,0
getNextPvId(),8589/3,,null,8589/3 Carcinoma showing thymus-like element,Clinical_Diagnosis_PID,0
getNextPvId(),8231/3,,null,8231/3 Carcinoma simplex,Clinical_Diagnosis_PID,0
getNextPvId(),8035/3,,null,8035/3 Carcinoma with osteoclast-like giant cells,Clinical_Diagnosis_PID,0
getNextPvId(),8021/3,,null,"8021/3 Carcinoma, anaplastic type, NOS",Clinical_Diagnosis_PID,0
getNextPvId(),8145/3,,null,"8145/3 Carcinoma, diffuse type",Clinical_Diagnosis_PID,0
getNextPvId(),8010/3,,null,"8010/3 Carcinoma, NOS",Clinical_Diagnosis_PID,0
getNextPvId(),8020/3,,null,"8020/3 Carcinoma, undifferentiated type, NOS",Clinical_Diagnosis_PID,0
getNextPvId(),8981/3,,null,"8981/3 Carcinosarcoma, embryonal type",Clinical_Diagnosis_PID,0
getNextPvId(),8980/3,,null,"8980/3 Carcinosarcoma, NOS",Clinical_Diagnosis_PID,0
getNextPvId(),8692/3,,null,"8692/3 Carotid body tumor, malignant",Clinical_Diagnosis_PID,0
getNextPvId(),9121/0,,null,9121/0 Cavernous hemangioma,Clinical_Diagnosis_PID,0
getNextPvId(),9186/3,,null,9186/3 Central osteosarcoma,Clinical_Diagnosis_PID,0
getNextPvId(),9506/1,,null,9506/1 Centrol neurocytoma,Clinical_Diagnosis_PID,0
getNextPvId(),9480/3,,null,"9480/3 Cerebellar sarcoma, NOS",Clinical_Diagnosis_PID,0
getNextPvId(),8420/3,,null,8420/3 Ceruminous adenocarcinoma,Clinical_Diagnosis_PID,0
getNextPvId(),8160/3,,null,8160/3 Cholangiocarcinoma,Clinical_Diagnosis_PID,0
getNextPvId(),9181/3,,null,9181/3 Chondroblastic osteosarcoma,Clinical_Diagnosis_PID,0
getNextPvId(),9230/3,,null,"9230/3 Chondroblastoma, malignant",Clinical_Diagnosis_PID,0
getNextPvId(),9371/3,,null,9371/3 Chondroid chordoma,Clinical_Diagnosis_PID,0
getNextPvId(),9220/3,,null,"9220/3 Chondrosarcoma, NOS",Clinical_Diagnosis_PID,0
getNextPvId(),9444/1,,null,9444/1 Chordoid glioma,Clinical_Diagnosis_PID,0
getNextPvId(),9370/3,,null,"9370/3 Chordoma, NOS",Clinical_Diagnosis_PID,0
getNextPvId(),9100/3,,null,9100/3 Choriocarcinoma,Clinical_Diagnosis_PID,0
getNextPvId(),9101/3,,null,9101/3 Choriocarcinoma combined w/ other germ cell elements,Clinical_Diagnosis_PID,0
getNextPvId(),9390/3,,null,"9390/3 Choroid plexus papilloma, malignant",Clinical_Diagnosis_PID,0
getNextPvId(),9390/0,,null,"9390/0 Choroid plexus papilloma, NOS",Clinical_Diagnosis_PID,0
getNextPvId(),8270/0,,null,8270/0 Chromophobe adenoma,Clinical_Diagnosis_PID,0
getNextPvId(),8270/3,,null,8270/3 Chromophobe carcinoma,Clinical_Diagnosis_PID,0
getNextPvId(),9823/3,,null,9823/3 Chronic lymphocytic leukemia/small lymphocytic lymphoma,Clinical_Diagnosis_PID,0
getNextPvId(),9875/3,,null,"9875/3 Chronic myelogenous leukemia, BCR/ABL positive",Clinical_Diagnosis_PID,0
getNextPvId(),9863/3,,null,"9863/3 Chronic myeloid leukemia, NOS",Clinical_Diagnosis_PID,0
getNextPvId(),9945/3,,null,"9945/3 Chronic myelomonocytic leukemia, NOS",Clinical_Diagnosis_PID,0
getNextPvId(),9960/3,,null,"9960/3 Chronic myeloproliferative disease, NOS",Clinical_Diagnosis_PID,0
getNextPvId(),9963/3,,null,9963/3 Chronic neutrophilic leukemia,Clinical_Diagnosis_PID,0
getNextPvId(),8313/3,,null,8313/3 Clear cell adenocarcinofibroma,Clinical_Diagnosis_PID,0
getNextPvId(),8310/3,,null,"8310/3 Clear cell adenocarcinoma, NOS",Clinical_Diagnosis_PID,0
getNextPvId(),8310/0,,null,8310/0 Clear cell adenoma,Clinical_Diagnosis_PID,0
getNextPvId(),9242/3,,null,9242/3 Clear cell chondrosarcoma,Clinical_Diagnosis_PID,0
getNextPvId(),9538/1,,null,9538/1 Clear cell meningioma,Clinical_Diagnosis_PID,0
getNextPvId(),8964/3,,null,8964/3 Clear cell sarcoma of kidney,Clinical_Diagnosis_PID,0
getNextPvId(),9044/3,,null,"9044/3 Clear cell sarcoma,NOS (except of kidney M-8964/3)",Clinical_Diagnosis_PID,0
getNextPvId(),8005/0,,null,"8005/0 Clear cell tumor, NOS",Clinical_Diagnosis_PID,0
getNextPvId(),8124/3,,null,8124/3 Cloacogenic carcinoma,Clinical_Diagnosis_PID,0
getNextPvId(),8319/3,,null,8319/3 Collecting duct carcinoma,Clinical_Diagnosis_PID,0
getNextPvId(),8180/3,,null,8180/3 Combined hepatocellular carcinoma & cholangiocarcinoma,Clinical_Diagnosis_PID,0
getNextPvId(),8045/3,,null,8045/3 Combined small cell carcinoma,Clinical_Diagnosis_PID,0
getNextPvId(),8501/2,,null,"8501/2 Comedocarcinoma, non-infiltrating",Clinical_Diagnosis_PID,0
getNextPvId(),8501/3,,null,"8501/3 Comedocarcinoma, NOS",Clinical_Diagnosis_PID,0
getNextPvId(),8244/3,,null,8244/3 Composite carcinoid,Clinical_Diagnosis_PID,0
getNextPvId(),9596/3,,null,9596/3 Composite Hodgkin and non-Hodgkin lymphoma,Clinical_Diagnosis_PID,0
getNextPvId(),9350/1,,null,9350/1 Craniopharyngioma,Clinical_Diagnosis_PID,0
getNextPvId(),8201/3,,null,8201/3 Cribriform carcinoma,Clinical_Diagnosis_PID,0
getNextPvId(),8201/2,,null,8201/2 Cribriform carcinoma in situ,Clinical_Diagnosis_PID,0
getNextPvId(),9709/3,,null,"9709/3 Cutaneous T-cell lymphoma, NOS",Clinical_Diagnosis_PID,0
getNextPvId(),8440/3,,null,"8440/3 Cystadenocarcinoma, NOS",Clinical_Diagnosis_PID,0
getNextPvId(),8316/3,,null,8316/3 Cyst-associated renal cell carcinoma,Clinical_Diagnosis_PID,0
getNextPvId(),8508/3,,null,8508/3 Cystic hypersecretory carcinoma,Clinical_Diagnosis_PID,0
getNextPvId(),9243/3,,null,9243/3 Dedifferentiated chondrosarcoma,Clinical_Diagnosis_PID,0
getNextPvId(),9372/3,,null,9372/3 Dedifferentiated chordoma,Clinical_Diagnosis_PID,0
getNextPvId(),8858/3,,null,8858/3 Dedifferentiated liposarcoma,Clinical_Diagnosis_PID,0
getNextPvId(),8832/3,,null,"8832/3 Dermatofibrosarcoma, NOS",Clinical_Diagnosis_PID,0
getNextPvId(),9084/0,,null,"9084/0 Dermoid cyst, NOS",Clinical_Diagnosis_PID,0
getNextPvId(),9412/1,,null,9412/1 Desmoplastic infantile astrocytoma,Clinical_Diagnosis_PID,0
getNextPvId(),9471/3,,null,9471/3 Desmoplastic medulloblastoma,Clinical_Diagnosis_PID,0
getNextPvId(),8745/3,,null,"8745/3 Desmoplastic melanoma, malignant",Clinical_Diagnosis_PID,0
getNextPvId(),8806/3,,null,8806/3 Desmoplastic small round cell tumor,Clinical_Diagnosis_PID,0
getNextPvId(),8728/0,,null,8728/0 Diffuse melanocytosis,Clinical_Diagnosis_PID,0
getNextPvId(),8230/2,,null,"8230/2 Duct carcinoma in situ, solid type",Clinical_Diagnosis_PID,0
getNextPvId(),8514/3,,null,"8514/3 Duct carcinoma, desmoplastic type",Clinical_Diagnosis_PID,0
getNextPvId(),9413/0,,null,9413/0 Dysembryoplastic neuroepithelial tumor,Clinical_Diagnosis_PID,0
getNextPvId(),9060/3,,null,9060/3 Dysgerminoma,Clinical_Diagnosis_PID,0
getNextPvId(),9493/0,,null,9493/0 Dysplastic gangliocytoma of cerebellum (Lhermitte-Duclos),Clinical_Diagnosis_PID,0
getNextPvId(),8413/3,,null,8413/3 Eccrine adenocarcinoma,Clinical_Diagnosis_PID,0
getNextPvId(),8408/3,,null,8408/3 Eccrine papillary adenocarcinoma,Clinical_Diagnosis_PID,0
getNextPvId(),8409/3,,null,"8409/3 Eccrine poroma, malignant",Clinical_Diagnosis_PID,0
getNextPvId(),9070/3,,null,"9070/3 Embryonal carcinoma, NOS",Clinical_Diagnosis_PID,0
