IDENTIFIER,CONCEPT_CODE,DEFINITION,PARENT_IDENTIFIER,VALUE,PUBLIC_ID,SORTORDER
109012,,,null,Paxgene DNA Vacutainer,2003997,0
109013,,,null,70mL Specimen Container,2003997,0
109014,,,null,Not Specified,2003997,0
109016,,,null,Lip,Tissue_Site_PID,0
109017,,,null,Tongue,Tissue_Site_PID,0
109018,,,null,Gum,Tissue_Site_PID,0
109019,,,null,Mouth,Tissue_Site_PID,0
109020,,,null,Parotid gland,Tissue_Site_PID,0
109021,,,null,Major salivary gland,Tissue_Site_PID,0
109022,,,null,Tonsil,Tissue_Site_PID,0
109023,,,null,Oropharynx,Tissue_Site_PID,0
109024,,,null,Nasopharynx,Tissue_Site_PID,0
109025,,,null,Periform sinus,Tissue_Site_PID,0
109026,,,null,Hypopharynx,Tissue_Site_PID,0
109027,,,null,Oesophagus,Tissue_Site_PID,0
109028,,,null,Stomach,Tissue_Site_PID,0
109029,,,null,Small intestine,Tissue_Site_PID,0
109030,,,null,Colon,Tissue_Site_PID,0
109031,,,null,Rectosigmoid junction,Tissue_Site_PID,0
109032,,,null,Rectum,Tissue_Site_PID,0
109033,,,null,Anus,Tissue_Site_PID,0
109034,,,null,Liver,Tissue_Site_PID,0
109035,,,null,Gallbladder,Tissue_Site_PID,0
109036,,,null,Biliary tract,Tissue_Site_PID,0
109037,,,null,Pancreas,Tissue_Site_PID,0
109038,,,null,"Head, face or neck",Tissue_Site_PID,0
109039,,,null,Larynx,Tissue_Site_PID,0
109040,,,null,Trachea,Tissue_Site_PID,0
109041,,,null,Lung,Tissue_Site_PID,0
109042,,,null,Pleura,Tissue_Site_PID,0
109043,,,null,Skin,Tissue_Site_PID,0
109044,,,null,"Connective, subcutaneous and other soft tissues ",Tissue_Site_PID,0
109045,,,null,Breast,Tissue_Site_PID,0
109046,,,null,Vuvla,Tissue_Site_PID,0
109047,,,null,Vagina,Tissue_Site_PID,0
109048,,,null,Cervix,Tissue_Site_PID,0
109049,,,null,Uterus,Tissue_Site_PID,0
109050,,,null,Endometrium,Tissue_Site_PID,0
109051,,,null,Fallopian tube,Tissue_Site_PID,0
109052,,,null,Ovary,Tissue_Site_PID,0
109053,,,null,Penis,Tissue_Site_PID,0
109054,,,null,Prostate gland,Tissue_Site_PID,0
109055,,,null,Testis,Tissue_Site_PID,0
109056,,,null,Kidney,Tissue_Site_PID,0
109057,,,null,Ureter,Tissue_Site_PID,0
109058,,,null,Bladder,Tissue_Site_PID,0
109059,,,null,Meninges,Tissue_Site_PID,0
109060,,,null,Spinal cord,Tissue_Site_PID,0
109061,,,null,Brain,Tissue_Site_PID,0
109062,,,null,Thyroid gland,Tissue_Site_PID,0
109063,,,null,Adrenal gland,Tissue_Site_PID,0
109064,,,null,Other,Tissue_Site_PID,0
109065,,,null,Not specified,Tissue_Site_PID,0
109350,,,null,Acute myelomonocytic leukemia with abnnormal marrow eosinophils,Clinical_Diagnosis_PID,0
109351,,,null,Acidophil adenoma,Clinical_Diagnosis_PID,0
109352,,,null,Acidophil carcinoma,Clinical_Diagnosis_PID,0
109353,,,null,Acinar cell carcinoma,Clinical_Diagnosis_PID,0
109354,,,null,Acinar cell cystadenocarcinoma,Clinical_Diagnosis_PID,0
109355,,,null,"Acral lentiginous melanoma, malignant",Clinical_Diagnosis_PID,0
109356,,,null,Acute basophilic leukemia,Clinical_Diagnosis_PID,0
109357,,,null,Acute biphenotypic leukemia,Clinical_Diagnosis_PID,0
109358,,,null,"Acute leukemia, NOS",Clinical_Diagnosis_PID,0
109359,,,null,"Acute lymphoblastic leukemia, L2 type, NOS",Clinical_Diagnosis_PID,0
109360,,,null,Acute megakaryoblastic leukemia,Clinical_Diagnosis_PID,0
109361,,,null,Acute monocytic leukemia,Clinical_Diagnosis_PID,0
109362,,,null,Acute myeloid leukemia with multilineage dysplasia,Clinical_Diagnosis_PID,0
109363,,,null,Acute myeloid leukemia,Clinical_Diagnosis_PID,0
109364,,,null,Acute myeloid leukemia (megakaryoblastic) with t(1;22)(p13;q13);RBM15-MLK1,Clinical_Diagnosis_PID,0
109365,,,null,Acute myeloid leukemia with inv(3)(q21q26.2) or t(3;3)(q21;q26.2);RPN1EVI1,Clinical_Diagnosis_PID,0
109366,,,null,Acute myeloid leukemia with maturation,Clinical_Diagnosis_PID,0
109367,,,null,Acute myeloid leukemia with t(6;9)(p23;q34) DEK-NUP214,Clinical_Diagnosis_PID,0
109368,,,null,Acute myeloid leukemia without maturation,Clinical_Diagnosis_PID,0
109369,,,null,"Acute myeloid leukemia, 11q23 abnormalities",Clinical_Diagnosis_PID,0
109370,,,null,"Acute myeloid leukemia, M6 type",Clinical_Diagnosis_PID,0
109371,,,null,"Acute myeloid leukemia, minimal differentiation",Clinical_Diagnosis_PID,0
109372,,,null,"Acute myeloid leukemia, t(8;21)(q22;q22)",Clinical_Diagnosis_PID,0
109373,,,null,Acute myelomonocytic leukemia,Clinical_Diagnosis_PID,0
109374,,,null,Acute panmyelosis with myelofibrosis,Clinical_Diagnosis_PID,0
109375,,,null,"Acute promyelocytic leukemia,t(15;17)(q22;q11-12)",Clinical_Diagnosis_PID,0
109376,,,null,Adamantinoma of long bones,Clinical_Diagnosis_PID,0
109377,,,null,Adamantinomatous craniopharyngioma,Clinical_Diagnosis_PID,0
109378,,,null,Adenocarc. in situ in mult. adenomatous polyps,Clinical_Diagnosis_PID,0
109379,,,null,Adenocarcinoid tumor,Clinical_Diagnosis_PID,0
109380,,,null,Adenocarcinoma in adenoma. polyposis coli,Clinical_Diagnosis_PID,0
109381,,,null,Adenocarcinoma in adenomatous polyp,Clinical_Diagnosis_PID,0
109382,,,null,Adenocarcinoma in mult. adenomatous polyps,Clinical_Diagnosis_PID,0
109383,,,null,Adenocarcinoma in situ,Clinical_Diagnosis_PID,0
109384,,,null,Adenocarcinoma in situ in adenomatous polyp,Clinical_Diagnosis_PID,0
109385,,,null,Adenocarcinoma in situ in familial polyp. coli,Clinical_Diagnosis_PID,0
109386,,,null,Adenocarcinoma in situ in tubulovillous adenoma,Clinical_Diagnosis_PID,0
109387,,,null,Adenocarcinoma in situ in villous adenoma,Clinical_Diagnosis_PID,0
109388,,,null,Adenocarcinoma in tubulovillous adenoma,Clinical_Diagnosis_PID,0
109389,,,null,Adenocarcinoma in villous adenoma,Clinical_Diagnosis_PID,0
109390,,,null,Adenocarcinoma of anal glands,Clinical_Diagnosis_PID,0
109391,,,null,Adenocarcinoma w cartilag. & oss. metaplas.,Clinical_Diagnosis_PID,0
109392,,,null,Adenocarcinoma with apocrine metaplasia,Clinical_Diagnosis_PID,0
109393,,,null,Adenocarcinoma with mixed subtypes,Clinical_Diagnosis_PID,0
109394,,,null,Adenocarcinoma with neuroendocrine differen.,Clinical_Diagnosis_PID,0
109395,,,null,Adenocarcinoma with spindle cell mataplasia,Clinical_Diagnosis_PID,0
109396,,,null,Adenocarcinoma with squamous metaplasia,Clinical_Diagnosis_PID,0
109397,,,null,"Adenocarcinoma, endocervical type",Clinical_Diagnosis_PID,0
109398,,,null,"Adenocarcinoma, intestinal type",Clinical_Diagnosis_PID,0
109399,,,null,"Adenocarcinoma, NOS",Clinical_Diagnosis_PID,0
109400,,,null,Adenoid basal cell carcinoma,Clinical_Diagnosis_PID,0
109401,,,null,Adenoid cystic carcinoma,Clinical_Diagnosis_PID,0
109402,,,null,"Adenoma, NOS",Clinical_Diagnosis_PID,0
109403,,,null,Adenosarcoma,Clinical_Diagnosis_PID,0
109404,,,null,Adenosquamous carcinoma,Clinical_Diagnosis_PID,0
109405,,,null,Adrenal cortical carcinoma,Clinical_Diagnosis_PID,0
109406,,,null,Adult T-cell leukemia/lymphoma (HTLV-1 pos.),Clinical_Diagnosis_PID,0
109407,,,null,Aggressive NK-cell leukemia,Clinical_Diagnosis_PID,0
109408,,,null,ALK positive large B-cell lymphoma,Clinical_Diagnosis_PID,0
109409,,,null,Alveolar adenocarcinoma,Clinical_Diagnosis_PID,0
109410,,,null,Alveolar rhabdomyosarcoma,Clinical_Diagnosis_PID,0
109411,,,null,Alveolar soft part sarcoma,Clinical_Diagnosis_PID,0
109412,,,null,Amelanotic melanoma,Clinical_Diagnosis_PID,0
109413,,,null,Ameloblastic fibrosarcoma,Clinical_Diagnosis_PID,0
109414,,,null,Ameloblastic odontosarcoma,Clinical_Diagnosis_PID,0
109415,,,null,"Ameloblastoma, malignant",Clinical_Diagnosis_PID,0
109416,,,null,"Anaplastic large cell lymphoma, T-cell and Null cell type",Clinical_Diagnosis_PID,0
109417,,,null,"Androblastoma, malignant",Clinical_Diagnosis_PID,0
109418,,,null,Angioimmunoblastic T-cell lymphoma,Clinical_Diagnosis_PID,0
109419,,,null,"Angiolipoma, NOS",Clinical_Diagnosis_PID,0
109420,,,null,Angiomatous meningioma,Clinical_Diagnosis_PID,0
109421,,,null,Angiomyosarcoma,Clinical_Diagnosis_PID,0
109422,,,null,"Aortic body tumor, malignant",Clinical_Diagnosis_PID,0
109423,,,null,Apocrine adenocarcinoma,Clinical_Diagnosis_PID,0
109424,,,null,Askin tumor,Clinical_Diagnosis_PID,0
109425,,,null,Astroblastoma,Clinical_Diagnosis_PID,0
109426,,,null,"Astrocytoma, anaplastic",Clinical_Diagnosis_PID,0
109427,,,null,"Astrocytoma, NOS",Clinical_Diagnosis_PID,0
109428,,,null,Atypical carcinoid tumor,Clinical_Diagnosis_PID,0
109429,,,null,Atypical choroid plexus papilloma,Clinical_Diagnosis_PID,0
109430,,,null,"Atypical chronic myeloid leukemia, BCR/ABL negative",Clinical_Diagnosis_PID,0
109431,,,null,Atypical lipoma,Clinical_Diagnosis_PID,0
109432,,,null,Atypical medullary carcinoma,Clinical_Diagnosis_PID,0
109433,,,null,Atypical meningioma,Clinical_Diagnosis_PID,0
109434,,,null,Atypical teratoid/rhabdoid tumor,Clinical_Diagnosis_PID,0
109435,,,null,B lymphblastic leukemia/lymphoma with t(5;14)(q31;q32);IL3-IGH,Clinical_Diagnosis_PID,0
109436,,,null,B lymphoblastic leukemia/lymphoma with hyperdiploidy,Clinical_Diagnosis_PID,0
109437,,,null,"B lymphoblastic leukemia/lymphoma, NOS",Clinical_Diagnosis_PID,0
109438,,,null,Balloon cell melanoma,Clinical_Diagnosis_PID,0
109439,,,null,Basal cell adenocarcinoma,Clinical_Diagnosis_PID,0
109440,,,null,"Basal cell carcinoma, fibroepithelial",Clinical_Diagnosis_PID,0
109441,,,null,"Basal cell carcinoma, nodular",Clinical_Diagnosis_PID,0
109442,,,null,"Basal cell carcinoma, NOS",Clinical_Diagnosis_PID,0
109443,,,null,Basaloid carcinoma,Clinical_Diagnosis_PID,0
109444,,,null,Basaloid squamous cell carcinoma,Clinical_Diagnosis_PID,0
109445,,,null,Basophil adenoma,Clinical_Diagnosis_PID,0
109446,,,null,Basophil carcinoma,Clinical_Diagnosis_PID,0
109447,,,null,Basosquamous carcinoma,Clinical_Diagnosis_PID,0
109448,,,null,Bile duct cystadenocarcinoma,Clinical_Diagnosis_PID,0
109449,,,null,"Blue nevus, malignant",Clinical_Diagnosis_PID,0
109450,,,null,Bowen disease,Clinical_Diagnosis_PID,0
109451,,,null,"Brenner tumor, malignant",Clinical_Diagnosis_PID,0
109452,,,null,"Bronchioalveolar carcinoma, mixed mucinous and non-mucinous",Clinical_Diagnosis_PID,0
109453,,,null,Bronchiolo-alveolar adenocarcinoma,Clinical_Diagnosis_PID,0
109454,,,null,"Bronchiolo-alveolar carcinoma, mucinous",Clinical_Diagnosis_PID,0
109455,,,null,"Bronchiolo-alveolar carcinoma, non-mucinous",Clinical_Diagnosis_PID,0
109456,,,null,Burkitt cell leukemia,Clinical_Diagnosis_PID,0
109457,,,null,"Burkitt lymphoma, NOS",Clinical_Diagnosis_PID,0
109458,,,null,Capillary hemangioma,Clinical_Diagnosis_PID,0
109459,,,null,Carcinofibroma,Clinical_Diagnosis_PID,0
109460,,,null,"Carcinoid tumor, malignant",Clinical_Diagnosis_PID,0
109461,,,null,Carcinoma in pleomorphic adenoma,Clinical_Diagnosis_PID,0
109462,,,null,"Carcinoma in situ, NOS",Clinical_Diagnosis_PID,0
109463,,,null,Carcinoma showing thymus-like element,Clinical_Diagnosis_PID,0
109464,,,null,Carcinoma simplex,Clinical_Diagnosis_PID,0
109465,,,null,Carcinoma with osteoclast-like giant cells,Clinical_Diagnosis_PID,0
109466,,,null,"Carcinoma, anaplastic type, NOS",Clinical_Diagnosis_PID,0
109467,,,null,"Carcinoma, diffuse type",Clinical_Diagnosis_PID,0
109468,,,null,"Carcinoma, NOS",Clinical_Diagnosis_PID,0
109469,,,null,"Carcinoma, undifferentiated type, NOS",Clinical_Diagnosis_PID,0
109470,,,null,"Carcinosarcoma, embryonal type",Clinical_Diagnosis_PID,0
109471,,,null,"Carcinosarcoma, NOS",Clinical_Diagnosis_PID,0
109472,,,null,"Carotid body tumor, malignant",Clinical_Diagnosis_PID,0
109473,,,null,Cavernous hemangioma,Clinical_Diagnosis_PID,0
109474,,,null,Central osteosarcoma,Clinical_Diagnosis_PID,0
109475,,,null,Centrol neurocytoma,Clinical_Diagnosis_PID,0
109476,,,null,"Cerebellar sarcoma, NOS",Clinical_Diagnosis_PID,0
109477,,,null,Ceruminous adenocarcinoma,Clinical_Diagnosis_PID,0
109478,,,null,Cholangiocarcinoma,Clinical_Diagnosis_PID,0
109479,,,null,Chondroblastic osteosarcoma,Clinical_Diagnosis_PID,0
109480,,,null,"Chondroblastoma, malignant",Clinical_Diagnosis_PID,0
109481,,,null,Chondroid chordoma,Clinical_Diagnosis_PID,0
109482,,,null,"Chondrosarcoma, NOS",Clinical_Diagnosis_PID,0
109483,,,null,Chordoid glioma,Clinical_Diagnosis_PID,0
109484,,,null,"Chordoma, NOS",Clinical_Diagnosis_PID,0
109485,,,null,Choriocarcinoma,Clinical_Diagnosis_PID,0
109486,,,null,Choriocarcinoma combined w/ other germ cell elements,Clinical_Diagnosis_PID,0
109487,,,null,"Choroid plexus papilloma, malignant",Clinical_Diagnosis_PID,0
109488,,,null,"Choroid plexus papilloma, NOS",Clinical_Diagnosis_PID,0
109489,,,null,Chromophobe adenoma,Clinical_Diagnosis_PID,0
109490,,,null,Chromophobe carcinoma,Clinical_Diagnosis_PID,0
109491,,,null,Chronic lymphocytic leukemia/small lymphocytic lymphoma,Clinical_Diagnosis_PID,0
109492,,,null,"Chronic myelogenous leukemia, BCR/ABL positive",Clinical_Diagnosis_PID,0
109493,,,null,"Chronic myeloid leukemia, NOS",Clinical_Diagnosis_PID,0
109494,,,null,"Chronic myelomonocytic leukemia, NOS",Clinical_Diagnosis_PID,0
109495,,,null,"Chronic myeloproliferative disease, NOS",Clinical_Diagnosis_PID,0
109496,,,null,Chronic neutrophilic leukemia,Clinical_Diagnosis_PID,0
109497,,,null,Clear cell adenocarcinofibroma,Clinical_Diagnosis_PID,0
109498,,,null,"Clear cell adenocarcinoma, NOS",Clinical_Diagnosis_PID,0
109499,,,null,Clear cell adenoma,Clinical_Diagnosis_PID,0
109500,,,null,Clear cell chondrosarcoma,Clinical_Diagnosis_PID,0
109501,,,null,Clear cell meningioma,Clinical_Diagnosis_PID,0
109502,,,null,Clear cell sarcoma of kidney,Clinical_Diagnosis_PID,0
109503,,,null,"Clear cell sarcoma,NOS (except of kidney M-8964/3)",Clinical_Diagnosis_PID,0
109504,,,null,"Clear cell tumor, NOS",Clinical_Diagnosis_PID,0
109505,,,null,Cloacogenic carcinoma,Clinical_Diagnosis_PID,0
109506,,,null,Collecting duct carcinoma,Clinical_Diagnosis_PID,0
109507,,,null,Combined hepatocellular carcinoma & cholangiocarcinoma,Clinical_Diagnosis_PID,0
109508,,,null,Combined small cell carcinoma,Clinical_Diagnosis_PID,0
109509,,,null,"Comedocarcinoma, non-infiltrating",Clinical_Diagnosis_PID,0
109510,,,null,"Comedocarcinoma, NOS",Clinical_Diagnosis_PID,0
109511,,,null,Composite carcinoid,Clinical_Diagnosis_PID,0
109512,,,null,Composite Hodgkin and non-Hodgkin lymphoma,Clinical_Diagnosis_PID,0
109513,,,null,Craniopharyngioma,Clinical_Diagnosis_PID,0
109514,,,null,Cribriform carcinoma,Clinical_Diagnosis_PID,0
109515,,,null,Cribriform carcinoma in situ,Clinical_Diagnosis_PID,0
109516,,,null,"Cutaneous T-cell lymphoma, NOS",Clinical_Diagnosis_PID,0
109517,,,null,"Cystadenocarcinoma, NOS",Clinical_Diagnosis_PID,0
109518,,,null,Cyst-associated renal cell carcinoma,Clinical_Diagnosis_PID,0
109519,,,null,Cystic hypersecretory carcinoma,Clinical_Diagnosis_PID,0
109520,,,null,Dedifferentiated chondrosarcoma,Clinical_Diagnosis_PID,0
109521,,,null,Dedifferentiated chordoma,Clinical_Diagnosis_PID,0
109522,,,null,Dedifferentiated liposarcoma,Clinical_Diagnosis_PID,0
109523,,,null,"Dermatofibrosarcoma, NOS",Clinical_Diagnosis_PID,0
109524,,,null,"Dermoid cyst, NOS",Clinical_Diagnosis_PID,0
109525,,,null,Desmoplastic infantile astrocytoma,Clinical_Diagnosis_PID,0
109526,,,null,Desmoplastic medulloblastoma,Clinical_Diagnosis_PID,0
109527,,,null,"Desmoplastic melanoma, malignant",Clinical_Diagnosis_PID,0
109528,,,null,Desmoplastic small round cell tumor,Clinical_Diagnosis_PID,0
109529,,,null,Diffuse melanocytosis,Clinical_Diagnosis_PID,0
109530,,,null,"Duct carcinoma in situ, solid type",Clinical_Diagnosis_PID,0
109531,,,null,"Duct carcinoma, desmoplastic type",Clinical_Diagnosis_PID,0
109532,,,null,Dysembryoplastic neuroepithelial tumor,Clinical_Diagnosis_PID,0
109533,,,null,Dysgerminoma,Clinical_Diagnosis_PID,0
109534,,,null,Dysplastic gangliocytoma of cerebellum (Lhermitte-Duclos),Clinical_Diagnosis_PID,0
109535,,,null,Eccrine adenocarcinoma,Clinical_Diagnosis_PID,0
109536,,,null,Eccrine papillary adenocarcinoma,Clinical_Diagnosis_PID,0
109537,,,null,"Eccrine poroma, malignant",Clinical_Diagnosis_PID,0
109538,,,null,"Embryonal carcinoma, NOS",Clinical_Diagnosis_PID,0
109539,,,null,Embryonal rhabdomyosarcoma,Clinical_Diagnosis_PID,0
109540,,,null,Embryonal sarcoma,Clinical_Diagnosis_PID,0
109541,,,null,Endometrial stromal sarcoma,Clinical_Diagnosis_PID,0
109542,,,null,"Endometrial stromal sarcoma, low grade",Clinical_Diagnosis_PID,0
109543,,,null,"Endometrioid adenocarcinoma, ciliated cell variant",Clinical_Diagnosis_PID,0
109544,,,null,"Endometrioid adenocarcinoma, secretory variant",Clinical_Diagnosis_PID,0
109545,,,null,"Endometrioid adenofibroma, malignant",Clinical_Diagnosis_PID,0
109546,,,null,Endometrioid carcinoma,Clinical_Diagnosis_PID,0
109547,,,null,Enterochromaffin cell carcinoid,Clinical_Diagnosis_PID,0
109548,,,null,"Enterochromaffin-like cell tumor, malignant",Clinical_Diagnosis_PID,0
109549,,,null,"Enteroglucagonoma, malignant",Clinical_Diagnosis_PID,0
109550,,,null,"Ependymoma, anaplastic",Clinical_Diagnosis_PID,0
109551,,,null,"Ependymoma, NOS",Clinical_Diagnosis_PID,0
109552,,,null,"Epithelial mesothelioma, malignant",Clinical_Diagnosis_PID,0
109553,,,null,"Epithelial tumor, benign",Clinical_Diagnosis_PID,0
109554,,,null,Epithelial-myoepithelial carcinoma,Clinical_Diagnosis_PID,0
109555,,,null,Epithelioid cell melanoma,Clinical_Diagnosis_PID,0
109556,,,null,"Epithelioid hemangioendothelioma, malignant",Clinical_Diagnosis_PID,0
109557,,,null,Epithelioid leiomyosarcoma,Clinical_Diagnosis_PID,0
109558,,,null,Epithelioid sarcoma,Clinical_Diagnosis_PID,0
109559,,,null,"Epithelioma, malignant",Clinical_Diagnosis_PID,0
109560,,,null,Essential thrombocythemia,Clinical_Diagnosis_PID,0
109561,,,null,Ewing sarcoma,Clinical_Diagnosis_PID,0
109562,,,null,"Extra-adrenal paraganglioma, malignant",Clinical_Diagnosis_PID,0
109563,,,null,Fascial fibrosarcoma,Clinical_Diagnosis_PID,0
109564,,,null,Fetal adenocarcinoma,Clinical_Diagnosis_PID,0
109565,,,null,Fibrillary astrocytoma,Clinical_Diagnosis_PID,0
109566,,,null,Fibroblastic liposarcoma,Clinical_Diagnosis_PID,0
109567,,,null,Fibroblastic osteosarcoma,Clinical_Diagnosis_PID,0
109568,,,null,Fibroblastic reticular cell tumor,Clinical_Diagnosis_PID,0
109569,,,null,Fibrolipoma,Clinical_Diagnosis_PID,0
109570,,,null,"Fibroma, NOS",Clinical_Diagnosis_PID,0
109571,,,null,Fibromyxosarcoma,Clinical_Diagnosis_PID,0
109572,,,null,"Fibrosarcoma, NOS",Clinical_Diagnosis_PID,0
109573,,,null,"Fibrous histiocytoma, malignant",Clinical_Diagnosis_PID,0
109574,,,null,Fibrous meningioma,Clinical_Diagnosis_PID,0
109575,,,null,"Fibrous mesothelioma, malignant",Clinical_Diagnosis_PID,0
109576,,,null,Follicular adenocarcinoma trabecular,Clinical_Diagnosis_PID,0
109577,,,null,Follicular adenocarcinoma well differentiated,Clinical_Diagnosis_PID,0
109578,,,null,"Follicular adenocarcinoma, NOS",Clinical_Diagnosis_PID,0
109579,,,null,"Follicular carcinoma, minimally invasive",Clinical_Diagnosis_PID,0
109580,,,null,Follicular dendritic cell sarcoma,Clinical_Diagnosis_PID,0
109581,,,null,"Follicular lymphoma, grade 1",Clinical_Diagnosis_PID,0
109582,,,null,"Follicular lymphoma, grade 2",Clinical_Diagnosis_PID,0
109583,,,null,"Follicular lymphoma, grade 3",Clinical_Diagnosis_PID,0
109584,,,null,"Follicular lymphoma, NOS",Clinical_Diagnosis_PID,0
109585,,,null,Gangliocytoma,Clinical_Diagnosis_PID,0
109586,,,null,"Ganglioglioma, anaplastic",Clinical_Diagnosis_PID,0
109587,,,null,"Ganglioglioma, NOS",Clinical_Diagnosis_PID,0
109588,,,null,Ganglioneuroblastoma,Clinical_Diagnosis_PID,0
109589,,,null,Ganglioneuroma,Clinical_Diagnosis_PID,0
109590,,,null,"Gastrinoma, malignant",Clinical_Diagnosis_PID,0
109591,,,null,Gastrointestinal stromal sarcoma,Clinical_Diagnosis_PID,0
109592,,,null,Gemistocytic astrocytoma,Clinical_Diagnosis_PID,0
109593,,,null,"Germ cell tumor, nonseminomatous",Clinical_Diagnosis_PID,0
109594,,,null,Germinoma,Clinical_Diagnosis_PID,0
109595,,,null,Giant cell and spindle cell carcinoma,Clinical_Diagnosis_PID,0
109596,,,null,Giant cell carcinoma,Clinical_Diagnosis_PID,0
109597,,,null,Giant cell glioblastoma,Clinical_Diagnosis_PID,0
109598,,,null,Giant cell sarcoma,Clinical_Diagnosis_PID,0
109599,,,null,"Giant cell tumor of bone, malignant",Clinical_Diagnosis_PID,0
109600,,,null,"Glandular intraepithelial neoplasia, grade III",Clinical_Diagnosis_PID,0
109601,,,null,Glassy cell carcinoma,Clinical_Diagnosis_PID,0
109602,,,null,"Glioblastoma, NOS",Clinical_Diagnosis_PID,0
109603,,,null,Gliofibroma,Clinical_Diagnosis_PID,0
109604,,,null,"Glioma, malignant",Clinical_Diagnosis_PID,0
109605,,,null,Gliomatosis cerebri,Clinical_Diagnosis_PID,0
109606,,,null,Gliosarcoma,Clinical_Diagnosis_PID,0
109607,,,null,Glomangiosarcoma,Clinical_Diagnosis_PID,0
109608,,,null,"Glucagonoma, malignant",Clinical_Diagnosis_PID,0
109609,,,null,Glycogen-rich carcinoma,Clinical_Diagnosis_PID,0
109610,,,null,Goblet cell carcinoid,Clinical_Diagnosis_PID,0
109611,,,null,Granular cell carcinoma,Clinical_Diagnosis_PID,0
109612,,,null,Granular cell tumor of the sellar region,Clinical_Diagnosis_PID,0
109613,,,null,"Granular cell tumor, malignant",Clinical_Diagnosis_PID,0
109614,,,null,"Granular cell tumor, NOS",Clinical_Diagnosis_PID,0
109615,,,null,"Granulosa cell tumor, malignant",Clinical_Diagnosis_PID,0
109616,,,null,"Granulosa cell-theca cell tumor, malignant",Clinical_Diagnosis_PID,0
109617,,,null,"Gynandroblastoma, malignant",Clinical_Diagnosis_PID,0
109618,,,null,Hairy cell leukemia,Clinical_Diagnosis_PID,0
109619,,,null,"Heavy chain disease, NOS",Clinical_Diagnosis_PID,0
109620,,,null,Hemangioblastoma,Clinical_Diagnosis_PID,0
109621,,,null,"Hemangioendothelioma, benign",Clinical_Diagnosis_PID,0
109622,,,null,"Hemangioendothelioma, malignant",Clinical_Diagnosis_PID,0
109623,,,null,"Hemangioendothelioma, NOS",Clinical_Diagnosis_PID,0
109624,,,null,"Hemangioma, NOS",Clinical_Diagnosis_PID,0
109625,,,null,"Hemangiopericytoma, benign",Clinical_Diagnosis_PID,0
109626,,,null,"Hemangiopericytoma, malignant",Clinical_Diagnosis_PID,0
109627,,,null,"Hemangiopericytoma, NOS",Clinical_Diagnosis_PID,0
109628,,,null,Hemangiosarcoma,Clinical_Diagnosis_PID,0
109629,,,null,Hepatoblastoma,Clinical_Diagnosis_PID,0
109630,,,null,"Hepatocellular carcinoma, clear cell type",Clinical_Diagnosis_PID,0
109631,,,null,"Hepatocellular carcinoma, fibrolamellar",Clinical_Diagnosis_PID,0
109632,,,null,"Hepatocellular carcinoma, NOS",Clinical_Diagnosis_PID,0
109633,,,null,"Hepatocellular carcinoma, pleomorphic type",Clinical_Diagnosis_PID,0
109634,,,null,"Hepatocellular carcinoma, scirrhous",Clinical_Diagnosis_PID,0
109635,,,null,"Hepatocellular carcinoma, spindle cell variant",Clinical_Diagnosis_PID,0
109636,,,null,Hepatoid adenocarcinoma,Clinical_Diagnosis_PID,0
